filepath,label,label_id,utt_id,generator,split
E:\specrnet\kaggle_chunks\fake_biden-to-margot_chunk0003.wav,fake,1,biden-to-margot_chunk0003,kaggle,train
E:\specrnet\kaggle_chunks\fake_ryan-to-taylor_chunk0010.wav,fake,1,ryan-to-taylor_chunk0010,kaggle,train
E:\specrnet\kaggle_chunks\real_musk-original_chunk0017.wav,real,0,musk-original_chunk0017,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-musk_chunk0136.wav,fake,1,trump-to-musk_chunk0136,kaggle,train
E:\specrnet\kaggle_chunks\fake_ryan-to-biden_chunk0013.wav,fake,1,ryan-to-biden_chunk0013,kaggle,train
E:\specrnet\kaggle_chunks\real_taylor-original_chunk0028.wav,real,0,taylor-original_chunk0028,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-musk_chunk0033.wav,fake,1,taylor-to-musk_chunk0033,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-ryan_chunk0084.wav,fake,1,obama-to-ryan_chunk0084,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-taylor_chunk0057.wav,fake,1,obama-to-taylor_chunk0057,kaggle,train
E:\specrnet\kaggle_chunks\real_musk-original_chunk0077.wav,real,0,musk-original_chunk0077,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-taylor_chunk0085.wav,fake,1,obama-to-taylor_chunk0085,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-trump_chunk0057.wav,fake,1,musk-to-trump_chunk0057,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-biden_chunk0105.wav,fake,1,musk-to-biden_chunk0105,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-taylor_chunk0024.wav,fake,1,linus-to-taylor_chunk0024,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-margot_chunk0137.wav,fake,1,musk-to-margot_chunk0137,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-Trump_chunk0104.wav,fake,1,biden-to-Trump_chunk0104,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-taylor_chunk0044.wav,fake,1,linus-to-taylor_chunk0044,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-biden_chunk0137.wav,fake,1,linus-to-biden_chunk0137,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-biden_chunk0070.wav,fake,1,linus-to-biden_chunk0070,kaggle,train
E:\specrnet\kaggle_chunks\real_taylor-original_chunk0139.wav,real,0,taylor-original_chunk0139,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-biden_chunk0076.wav,fake,1,linus-to-biden_chunk0076,kaggle,train
E:\specrnet\kaggle_chunks\real_musk-original_chunk0084.wav,real,0,musk-original_chunk0084,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-linus_chunk0023.wav,fake,1,musk-to-linus_chunk0023,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-musk_chunk0108.wav,fake,1,trump-to-musk_chunk0108,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-margot_chunk0055.wav,fake,1,trump-to-margot_chunk0055,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-Biden_chunk0046.wav,fake,1,trump-to-Biden_chunk0046,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-ryan_chunk0041.wav,fake,1,obama-to-ryan_chunk0041,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-linus_chunk0065.wav,fake,1,biden-to-linus_chunk0065,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-ryan_chunk0004.wav,fake,1,trump-to-ryan_chunk0004,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-biden_chunk0092.wav,fake,1,musk-to-biden_chunk0092,kaggle,train
E:\specrnet\kaggle_chunks\fake_Obama-to-Biden_chunk0125.wav,fake,1,Obama-to-Biden_chunk0125,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-obama_chunk0070.wav,fake,1,musk-to-obama_chunk0070,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-musk_chunk0081.wav,fake,1,linus-to-musk_chunk0081,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-margot_chunk0065.wav,fake,1,musk-to-margot_chunk0065,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-Obama_chunk0141.wav,fake,1,trump-to-Obama_chunk0141,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-linus_chunk0129.wav,fake,1,obama-to-linus_chunk0129,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-Biden_chunk0022.wav,fake,1,trump-to-Biden_chunk0022,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-ryan_chunk0091.wav,fake,1,trump-to-ryan_chunk0091,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-ryan_chunk0138.wav,fake,1,biden-to-ryan_chunk0138,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-Trump_chunk0057.wav,fake,1,biden-to-Trump_chunk0057,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-musk_chunk0105.wav,fake,1,linus-to-musk_chunk0105,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-trump_chunk0015.wav,fake,1,musk-to-trump_chunk0015,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-musk_chunk0019.wav,fake,1,trump-to-musk_chunk0019,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-musk_chunk0042.wav,fake,1,linus-to-musk_chunk0042,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-margot_chunk0068.wav,fake,1,musk-to-margot_chunk0068,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-obama_chunk0063.wav,fake,1,musk-to-obama_chunk0063,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-musk_chunk0050.wav,fake,1,obama-to-musk_chunk0050,kaggle,train
E:\specrnet\kaggle_chunks\real_trump-original_chunk0026.wav,real,0,trump-original_chunk0026,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-obama_chunk0096.wav,fake,1,linus-to-obama_chunk0096,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-trump_chunk0040.wav,fake,1,taylor-to-trump_chunk0040,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-taylor_chunk0099.wav,fake,1,linus-to-taylor_chunk0099,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-linus_chunk0039.wav,fake,1,musk-to-linus_chunk0039,kaggle,train
E:\specrnet\kaggle_chunks\real_taylor-original_chunk0030.wav,real,0,taylor-original_chunk0030,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-Biden_chunk0142.wav,fake,1,trump-to-Biden_chunk0142,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-obama_chunk0083.wav,fake,1,musk-to-obama_chunk0083,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-trump_chunk0051.wav,fake,1,linus-to-trump_chunk0051,kaggle,train
E:\specrnet\kaggle_chunks\fake_Obama-to-Trump_chunk0117.wav,fake,1,Obama-to-Trump_chunk0117,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-linus_chunk0137.wav,fake,1,taylor-to-linus_chunk0137,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-margot_chunk0021.wav,fake,1,obama-to-margot_chunk0021,kaggle,train
E:\specrnet\kaggle_chunks\real_musk-original_chunk0095.wav,real,0,musk-original_chunk0095,kaggle,train
E:\specrnet\kaggle_chunks\real_ryan-original_chunk0000.wav,real,0,ryan-original_chunk0000,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-linus_chunk0051.wav,fake,1,biden-to-linus_chunk0051,kaggle,train
E:\specrnet\kaggle_chunks\fake_Obama-to-Trump_chunk0038.wav,fake,1,Obama-to-Trump_chunk0038,kaggle,train
E:\specrnet\kaggle_chunks\real_linus-original_chunk0100.wav,real,0,linus-original_chunk0100,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-margot_chunk0145.wav,fake,1,musk-to-margot_chunk0145,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-taylor_chunk0084.wav,fake,1,linus-to-taylor_chunk0084,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-ryan_chunk0013.wav,fake,1,biden-to-ryan_chunk0013,kaggle,train
E:\specrnet\kaggle_chunks\real_musk-original_chunk0013.wav,real,0,musk-original_chunk0013,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-margot_chunk0103.wav,fake,1,taylor-to-margot_chunk0103,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-obama_chunk0148.wav,fake,1,taylor-to-obama_chunk0148,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-trump_chunk0054.wav,fake,1,taylor-to-trump_chunk0054,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-margot_chunk0039.wav,fake,1,musk-to-margot_chunk0039,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-margot_chunk0131.wav,fake,1,musk-to-margot_chunk0131,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-taylor_chunk0021.wav,fake,1,biden-to-taylor_chunk0021,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-ryan_chunk0116.wav,fake,1,musk-to-ryan_chunk0116,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-ryan_chunk0077.wav,fake,1,biden-to-ryan_chunk0077,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-taylor_chunk0139.wav,fake,1,biden-to-taylor_chunk0139,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-trump_chunk0108.wav,fake,1,taylor-to-trump_chunk0108,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-musk_chunk0064.wav,fake,1,obama-to-musk_chunk0064,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-taylor_chunk0030.wav,fake,1,linus-to-taylor_chunk0030,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-margot_chunk0089.wav,fake,1,linus-to-margot_chunk0089,kaggle,train
E:\specrnet\kaggle_chunks\real_obama-original_chunk0048.wav,real,0,obama-original_chunk0048,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-biden_chunk0129.wav,fake,1,taylor-to-biden_chunk0129,kaggle,train
E:\specrnet\kaggle_chunks\real_biden-original_chunk0025.wav,real,0,biden-original_chunk0025,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-linus_chunk0089.wav,fake,1,obama-to-linus_chunk0089,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-taylor_chunk0115.wav,fake,1,linus-to-taylor_chunk0115,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-taylor_chunk0035.wav,fake,1,trump-to-taylor_chunk0035,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-musk_chunk0037.wav,fake,1,obama-to-musk_chunk0037,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-Obama_chunk0114.wav,fake,1,trump-to-Obama_chunk0114,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-margot_chunk0028.wav,fake,1,biden-to-margot_chunk0028,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-Obama_chunk0013.wav,fake,1,biden-to-Obama_chunk0013,kaggle,train
E:\specrnet\kaggle_chunks\real_trump-original_chunk0019.wav,real,0,trump-original_chunk0019,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-ryan_chunk0122.wav,fake,1,musk-to-ryan_chunk0122,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-taylor_chunk0021.wav,fake,1,trump-to-taylor_chunk0021,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-margot_chunk0003.wav,fake,1,linus-to-margot_chunk0003,kaggle,train
E:\specrnet\kaggle_chunks\real_linus-original_chunk0014.wav,real,0,linus-original_chunk0014,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-ryan_chunk0062.wav,fake,1,trump-to-ryan_chunk0062,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-musk_chunk0122.wav,fake,1,trump-to-musk_chunk0122,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-musk_chunk0098.wav,fake,1,taylor-to-musk_chunk0098,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-linus_chunk0010.wav,fake,1,taylor-to-linus_chunk0010,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-linus_chunk0069.wav,fake,1,musk-to-linus_chunk0069,kaggle,train
E:\specrnet\kaggle_chunks\real_taylor-original_chunk0004.wav,real,0,taylor-original_chunk0004,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-obama_chunk0103.wav,fake,1,taylor-to-obama_chunk0103,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-taylor_chunk0131.wav,fake,1,musk-to-taylor_chunk0131,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-ryan_chunk0082.wav,fake,1,taylor-to-ryan_chunk0082,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-linus_chunk0076.wav,fake,1,biden-to-linus_chunk0076,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-ryan_chunk0128.wav,fake,1,taylor-to-ryan_chunk0128,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-biden_chunk0097.wav,fake,1,linus-to-biden_chunk0097,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-margot_chunk0056.wav,fake,1,linus-to-margot_chunk0056,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-linus_chunk0035.wav,fake,1,taylor-to-linus_chunk0035,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-ryan_chunk0113.wav,fake,1,linus-to-ryan_chunk0113,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-linus_chunk0045.wav,fake,1,musk-to-linus_chunk0045,kaggle,train
E:\specrnet\kaggle_chunks\fake_Obama-to-Biden_chunk0120.wav,fake,1,Obama-to-Biden_chunk0120,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-biden_chunk0087.wav,fake,1,linus-to-biden_chunk0087,kaggle,train
E:\specrnet\kaggle_chunks\real_obama-original_chunk0116.wav,real,0,obama-original_chunk0116,kaggle,train
E:\specrnet\kaggle_chunks\real_linus-original_chunk0059.wav,real,0,linus-original_chunk0059,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-margot_chunk0003.wav,fake,1,taylor-to-margot_chunk0003,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-biden_chunk0027.wav,fake,1,taylor-to-biden_chunk0027,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-margot_chunk0013.wav,fake,1,obama-to-margot_chunk0013,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-margot_chunk0097.wav,fake,1,taylor-to-margot_chunk0097,kaggle,train
E:\specrnet\kaggle_chunks\real_musk-original_chunk0000.wav,real,0,musk-original_chunk0000,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-obama_chunk0128.wav,fake,1,linus-to-obama_chunk0128,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-musk_chunk0148.wav,fake,1,obama-to-musk_chunk0148,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-margot_chunk0103.wav,fake,1,obama-to-margot_chunk0103,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-ryan_chunk0148.wav,fake,1,musk-to-ryan_chunk0148,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-taylor_chunk0054.wav,fake,1,trump-to-taylor_chunk0054,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-trump_chunk0084.wav,fake,1,musk-to-trump_chunk0084,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-musk_chunk0110.wav,fake,1,obama-to-musk_chunk0110,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-margot_chunk0141.wav,fake,1,trump-to-margot_chunk0141,kaggle,train
E:\specrnet\kaggle_chunks\real_obama-original_chunk0132.wav,real,0,obama-original_chunk0132,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-biden_chunk0100.wav,fake,1,musk-to-biden_chunk0100,kaggle,train
E:\specrnet\kaggle_chunks\fake_margot-to-obama_chunk0016.wav,fake,1,margot-to-obama_chunk0016,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-taylor_chunk0074.wav,fake,1,linus-to-taylor_chunk0074,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-ryan_chunk0134.wav,fake,1,trump-to-ryan_chunk0134,kaggle,train
E:\specrnet\kaggle_chunks\real_trump-original_chunk0061.wav,real,0,trump-original_chunk0061,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-biden_chunk0113.wav,fake,1,linus-to-biden_chunk0113,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-musk_chunk0016.wav,fake,1,obama-to-musk_chunk0016,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-margot_chunk0139.wav,fake,1,trump-to-margot_chunk0139,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-linus_chunk0145.wav,fake,1,obama-to-linus_chunk0145,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-musk_chunk0049.wav,fake,1,obama-to-musk_chunk0049,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-Obama_chunk0076.wav,fake,1,biden-to-Obama_chunk0076,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-linus_chunk0067.wav,fake,1,obama-to-linus_chunk0067,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-Biden_chunk0090.wav,fake,1,trump-to-Biden_chunk0090,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-musk_chunk0030.wav,fake,1,obama-to-musk_chunk0030,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-Obama_chunk0116.wav,fake,1,biden-to-Obama_chunk0116,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-ryan_chunk0068.wav,fake,1,biden-to-ryan_chunk0068,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-linus_chunk0075.wav,fake,1,taylor-to-linus_chunk0075,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-taylor_chunk0096.wav,fake,1,biden-to-taylor_chunk0096,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-Obama_chunk0064.wav,fake,1,biden-to-Obama_chunk0064,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-ryan_chunk0096.wav,fake,1,trump-to-ryan_chunk0096,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-biden_chunk0140.wav,fake,1,linus-to-biden_chunk0140,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-trump_chunk0067.wav,fake,1,musk-to-trump_chunk0067,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-ryan_chunk0010.wav,fake,1,musk-to-ryan_chunk0010,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-taylor_chunk0142.wav,fake,1,obama-to-taylor_chunk0142,kaggle,train
E:\specrnet\kaggle_chunks\real_musk-original_chunk0075.wav,real,0,musk-original_chunk0075,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-musk_chunk0019.wav,fake,1,linus-to-musk_chunk0019,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-linus_chunk0139.wav,fake,1,taylor-to-linus_chunk0139,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-ryan_chunk0140.wav,fake,1,trump-to-ryan_chunk0140,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-trump_chunk0126.wav,fake,1,musk-to-trump_chunk0126,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-taylor_chunk0020.wav,fake,1,linus-to-taylor_chunk0020,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-musk_chunk0055.wav,fake,1,linus-to-musk_chunk0055,kaggle,train
E:\specrnet\kaggle_chunks\real_trump-original_chunk0097.wav,real,0,trump-original_chunk0097,kaggle,train
E:\specrnet\kaggle_chunks\real_biden-original_chunk0018.wav,real,0,biden-original_chunk0018,kaggle,train
E:\specrnet\kaggle_chunks\real_ryan-original_chunk0002.wav,real,0,ryan-original_chunk0002,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-taylor_chunk0133.wav,fake,1,biden-to-taylor_chunk0133,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-linus_chunk0073.wav,fake,1,biden-to-linus_chunk0073,kaggle,train
E:\specrnet\kaggle_chunks\fake_margot-to-obama_chunk0009.wav,fake,1,margot-to-obama_chunk0009,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-trump_chunk0107.wav,fake,1,taylor-to-trump_chunk0107,kaggle,train
E:\specrnet\kaggle_chunks\fake_Obama-to-Biden_chunk0063.wav,fake,1,Obama-to-Biden_chunk0063,kaggle,train
E:\specrnet\kaggle_chunks\real_obama-original_chunk0126.wav,real,0,obama-original_chunk0126,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-Obama_chunk0049.wav,fake,1,biden-to-Obama_chunk0049,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-margot_chunk0130.wav,fake,1,linus-to-margot_chunk0130,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-ryan_chunk0030.wav,fake,1,linus-to-ryan_chunk0030,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-musk_chunk0074.wav,fake,1,linus-to-musk_chunk0074,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-linus_chunk0105.wav,fake,1,obama-to-linus_chunk0105,kaggle,train
E:\specrnet\kaggle_chunks\real_ryan-original_chunk0010.wav,real,0,ryan-original_chunk0010,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-ryan_chunk0006.wav,fake,1,linus-to-ryan_chunk0006,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-ryan_chunk0088.wav,fake,1,musk-to-ryan_chunk0088,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-ryan_chunk0063.wav,fake,1,biden-to-ryan_chunk0063,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-biden_chunk0118.wav,fake,1,musk-to-biden_chunk0118,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-trump_chunk0130.wav,fake,1,taylor-to-trump_chunk0130,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-margot_chunk0026.wav,fake,1,obama-to-margot_chunk0026,kaggle,train
E:\specrnet\kaggle_chunks\real_linus-original_chunk0033.wav,real,0,linus-original_chunk0033,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-Obama_chunk0039.wav,fake,1,trump-to-Obama_chunk0039,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-ryan_chunk0044.wav,fake,1,linus-to-ryan_chunk0044,kaggle,train
E:\specrnet\kaggle_chunks\fake_margot-to-linus_chunk0018.wav,fake,1,margot-to-linus_chunk0018,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-linus_chunk0133.wav,fake,1,musk-to-linus_chunk0133,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-musk_chunk0003.wav,fake,1,taylor-to-musk_chunk0003,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-Obama_chunk0075.wav,fake,1,biden-to-Obama_chunk0075,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-Biden_chunk0044.wav,fake,1,trump-to-Biden_chunk0044,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-obama_chunk0023.wav,fake,1,musk-to-obama_chunk0023,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-Obama_chunk0006.wav,fake,1,trump-to-Obama_chunk0006,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-musk_chunk0087.wav,fake,1,linus-to-musk_chunk0087,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-margot_chunk0071.wav,fake,1,biden-to-margot_chunk0071,kaggle,train
E:\specrnet\kaggle_chunks\fake_obama-to-ryan_chunk0128.wav,fake,1,obama-to-ryan_chunk0128,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-taylor_chunk0048.wav,fake,1,biden-to-taylor_chunk0048,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-obama_chunk0130.wav,fake,1,musk-to-obama_chunk0130,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-Biden_chunk0111.wav,fake,1,trump-to-Biden_chunk0111,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-biden_chunk0086.wav,fake,1,taylor-to-biden_chunk0086,kaggle,train
E:\specrnet\kaggle_chunks\fake_Obama-to-Biden_chunk0070.wav,fake,1,Obama-to-Biden_chunk0070,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-linus_chunk0106.wav,fake,1,taylor-to-linus_chunk0106,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-ryan_chunk0021.wav,fake,1,musk-to-ryan_chunk0021,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-trump_chunk0069.wav,fake,1,linus-to-trump_chunk0069,kaggle,train
E:\specrnet\kaggle_chunks\fake_Obama-to-Biden_chunk0122.wav,fake,1,Obama-to-Biden_chunk0122,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-Biden_chunk0112.wav,fake,1,trump-to-Biden_chunk0112,kaggle,train
E:\specrnet\kaggle_chunks\fake_ryan-to-biden_chunk0002.wav,fake,1,ryan-to-biden_chunk0002,kaggle,train
E:\specrnet\kaggle_chunks\fake_Obama-to-Trump_chunk0094.wav,fake,1,Obama-to-Trump_chunk0094,kaggle,train
E:\specrnet\kaggle_chunks\fake_taylor-to-ryan_chunk0016.wav,fake,1,taylor-to-ryan_chunk0016,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-linus_chunk0063.wav,fake,1,musk-to-linus_chunk0063,kaggle,train
E:\specrnet\kaggle_chunks\real_taylor-original_chunk0096.wav,real,0,taylor-original_chunk0096,kaggle,train
E:\specrnet\kaggle_chunks\real_biden-original_chunk0071.wav,real,0,biden-original_chunk0071,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-ryan_chunk0011.wav,fake,1,trump-to-ryan_chunk0011,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-musk_chunk0004.wav,fake,1,linus-to-musk_chunk0004,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-musk_chunk0145.wav,fake,1,trump-to-musk_chunk0145,kaggle,train
E:\specrnet\kaggle_chunks\fake_biden-to-Obama_chunk0096.wav,fake,1,biden-to-Obama_chunk0096,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-linus_chunk0041.wav,fake,1,trump-to-linus_chunk0041,kaggle,train
E:\specrnet\kaggle_chunks\fake_musk-to-ryan_chunk0067.wav,fake,1,musk-to-ryan_chunk0067,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-biden_chunk0117.wav,fake,1,linus-to-biden_chunk0117,kaggle,train
E:\specrnet\kaggle_chunks\fake_trump-to-ryan_chunk0010.wav,fake,1,trump-to-ryan_chunk0010,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-ryan_chunk0056.wav,fake,1,linus-to-ryan_chunk0056,kaggle,train
E:\specrnet\kaggle_chunks\fake_linus-to-margot_chunk0038.wav,fake,1,linus-to-margot_chunk0038,kaggle,train
